"","group","Pig","Tissue","Day","Treatment","Genus","value","All","value2"
"152","SRD129_P168_N_D0",168,"N","D0","Control","Moraxella",0.341536916122551,"D0_Control",3.41536916122551
"153","SRD129_P168_N_D1",168,"N","D1","Control","Moraxella",0.350375939849624,"D1_Control",3.50375939849624
"154","SRD129_P168_N_D10",168,"N","D10","Control","Moraxella",0.313313313313313,"D10_Control",3.13313313313313
"155","SRD129_P168_N_D14",168,"N","D14","Control","Moraxella",0.332332332332332,"D14_Control",3.32332332332332
"156","SRD129_P168_N_D21",168,"N","D21","Control","Moraxella",0.305110220440882,"D21_Control",3.05110220440882
"157","SRD129_P168_N_D3",168,"N","D3","Control","Moraxella",0.377688844422211,"D3_Control",3.77688844422211
"158","SRD129_P168_N_D36",168,"N","D36","Control","Moraxella",0.0742599096838936,"D36_Control",0.742599096838936
"159","SRD129_P168_N_D42",168,"N","D42","Control","Moraxella",0.107088989441931,"D42_Control",1.07088989441931
"160","SRD129_P168_N_D7",168,"N","D7","Control","Moraxella",0.324486730095143,"D7_Control",3.24486730095143
"161","SRD129_P169_N_D0",169,"N","D0","Control","Moraxella",0.412412412412412,"D0_Control",4.12412412412412
"162","SRD129_P169_N_D1",169,"N","D1","Control","Moraxella",0.2135,"D1_Control",2.135
"163","SRD129_P169_N_D10",169,"N","D10","Control","Moraxella",0.599299649824912,"D10_Control",5.99299649824912
"164","SRD129_P169_N_D14",169,"N","D14","Control","Moraxella",0.497,"D14_Control",4.97
"165","SRD129_P169_N_D21",169,"N","D21","Control","Moraxella",0.400600901352028,"D21_Control",4.00600901352028
"166","SRD129_P169_N_D28",169,"N","D28","Control","Moraxella",0.187280921382073,"D28_Control",4.68202303455183
"167","SRD129_P169_N_D3",169,"N","D3","Control","Moraxella",0.402,"D3_Control",4.02
"168","SRD129_P169_N_D36",169,"N","D36","Control","Moraxella",0.43515272909364,"D36_Control",4.3515272909364
"169","SRD129_P169_N_D42",169,"N","D42","Control","Moraxella",0.329164582291146,"D42_Control",3.29164582291146
"170","SRD129_P169_N_D7",169,"N","D7","Control","Moraxella",0.453,"D7_Control",4.53
"171","SRD129_P170_N_D0",170,"N","D0","Control","Moraxella",0.407703851925963,"D0_Control",4.07703851925963
"172","SRD129_P170_N_D1",170,"N","D1","Control","Moraxella",0.290790790790791,"D1_Control",2.90790790790791
"173","SRD129_P170_N_D10",170,"N","D10","Control","Moraxella",0.4735,"D10_Control",4.735
"174","SRD129_P170_N_D14",170,"N","D14","Control","Moraxella",0.295943915873811,"D14_Control",2.95943915873811
"175","SRD129_P170_N_D21",170,"N","D21","Control","Moraxella",0.324662331165583,"D21_Control",3.24662331165583
"176","SRD129_P170_N_D28",170,"N","D28","Control","Moraxella",0.325825825825826,"D28_Control",8.14564564564565
"177","SRD129_P170_N_D3",170,"N","D3","Control","Moraxella",0.336504757135704,"D3_Control",3.36504757135704
"178","SRD129_P170_N_D36",170,"N","D36","Control","Moraxella",0.402805611222445,"D36_Control",4.02805611222445
"179","SRD129_P170_N_D42",170,"N","D42","Control","Moraxella",0.11283851554664,"D42_Control",1.1283851554664
"180","SRD129_P170_N_D7",170,"N","D7","Control","Moraxella",0.269269269269269,"D7_Control",2.69269269269269
"181","SRD129_P171_N_D0",171,"N","D0","Control","Moraxella",0.5275,"D0_Control",5.275
"182","SRD129_P171_N_D1",171,"N","D1","Control","Moraxella",0.341670835417709,"D1_Control",3.41670835417709
"183","SRD129_P171_N_D10",171,"N","D10","Control","Moraxella",0.51375687843922,"D10_Control",5.1375687843922
"184","SRD129_P171_N_D14",171,"N","D14","Control","Moraxella",0.322144288577154,"D14_Control",3.22144288577154
"185","SRD129_P171_N_D21",171,"N","D21","Control","Moraxella",0.334834834834835,"D21_Control",3.34834834834835
"186","SRD129_P171_N_D28",171,"N","D28","Control","Moraxella",0.273410115172759,"D28_Control",6.83525287931898
"187","SRD129_P171_N_D3",171,"N","D3","Control","Moraxella",0.347173586793397,"D3_Control",3.47173586793397
"188","SRD129_P171_N_D36",171,"N","D36","Control","Moraxella",0.264794383149448,"D36_Control",2.64794383149448
"189","SRD129_P171_N_D42",171,"N","D42","Control","Moraxella",0.16046277665996,"D42_Control",1.6046277665996
"190","SRD129_P171_N_D7",171,"N","D7","Control","Moraxella",0.366783743100853,"D7_Control",3.66783743100853
"191","SRD129_P132_N_D0",132,"N","D0","BB","Actinobacillus",0.143,"D0_BB",1.43
"192","SRD129_P132_N_D10",132,"N","D10","BB","Actinobacillus",0.0940470235117559,"D10_BB",0.940470235117559
"193","SRD129_P132_N_D14",132,"N","D14","BB","Actinobacillus",0.0625312656328164,"D14_BB",0.625312656328164
"194","SRD129_P132_N_D21",132,"N","D21","BB","Actinobacillus",0.14371557336004,"D21_BB",1.4371557336004
"195","SRD129_P132_N_D28",132,"N","D28","BB","Actinobacillus",0.117175763645468,"D28_BB",1.17175763645468
"196","SRD129_P132_N_D3",132,"N","D3","BB","Actinobacillus",0.175587793896948,"D3_BB",1.95097548774387
"197","SRD129_P132_N_D36",132,"N","D36","BB","Actinobacillus",0.0770770770770771,"D36_BB",0.770770770770771
"198","SRD129_P132_N_D42",132,"N","D42","BB","Actinobacillus",0.11138986452584,"D42_BB",1.1138986452584
"199","SRD129_P132_N_D7",132,"N","D7","BB","Actinobacillus",0.0950950950950951,"D7_BB",1.18868868868869
"200","SRD129_P133_N_D0",133,"N","D0","BB","Actinobacillus",0.113113113113113,"D0_BB",1.13113113113113
"201","SRD129_P133_N_D1",133,"N","D1","BB","Actinobacillus",0.32032032032032,"D1_BB",3.55911467022578
"202","SRD129_P133_N_D10",133,"N","D10","BB","Actinobacillus",0.041123370110331,"D10_BB",0.41123370110331
"203","SRD129_P133_N_D14",133,"N","D14","BB","Actinobacillus",0.00650325162581291,"D14_BB",0.0650325162581291
"204","SRD129_P133_N_D21",133,"N","D21","BB","Actinobacillus",0.0155388471177945,"D21_BB",0.155388471177945
"205","SRD129_P133_N_D28",133,"N","D28","BB","Actinobacillus",0.015015015015015,"D28_BB",0.15015015015015
"206","SRD129_P133_N_D3",133,"N","D3","BB","Actinobacillus",0.178678678678679,"D3_BB",1.98531865198532
"207","SRD129_P133_N_D36",133,"N","D36","BB","Actinobacillus",0.0310155077538769,"D36_BB",0.310155077538769
"208","SRD129_P133_N_D42",133,"N","D42","BB","Actinobacillus",0.0881168177240685,"D42_BB",0.881168177240685
"209","SRD129_P134_N_D0",134,"N","D0","BB","Actinobacillus",0.120180270405608,"D0_BB",1.20180270405608
"210","SRD129_P134_N_D1",134,"N","D1","BB","Actinobacillus",0.215107553776888,"D1_BB",2.39008393085432
"211","SRD129_P134_N_D10",134,"N","D10","BB","Actinobacillus",0.0831246870305458,"D10_BB",0.831246870305458
"212","SRD129_P134_N_D14",134,"N","D14","BB","Actinobacillus",0.0310465698547822,"D14_BB",0.310465698547822
"213","SRD129_P134_N_D21",134,"N","D21","BB","Actinobacillus",0.0707476166583041,"D21_BB",0.707476166583041
"214","SRD129_P134_N_D28",134,"N","D28","BB","Actinobacillus",0.00350175087543772,"D28_BB",0.0350175087543772
"215","SRD129_P134_N_D3",134,"N","D3","BB","Actinobacillus",0.0595297648824412,"D3_BB",0.661441832027125
"216","SRD129_P134_N_D36",134,"N","D36","BB","Actinobacillus",0.00100050025012506,"D36_BB",0.0100050025012506
"217","SRD129_P134_N_D42",134,"N","D42","BB","Actinobacillus",0,"D42_BB",0
"218","SRD129_P135_N_D0",135,"N","D0","BB","Actinobacillus",0.0340681362725451,"D0_BB",0.340681362725451
"219","SRD129_P135_N_D1",135,"N","D1","BB","Actinobacillus",0.0995,"D1_BB",1.10555555555556
"220","SRD129_P135_N_D10",135,"N","D10","BB","Actinobacillus",0.0215322984476715,"D10_BB",0.215322984476715
"221","SRD129_P135_N_D14",135,"N","D14","BB","Actinobacillus",0.00450225112556278,"D14_BB",0.0450225112556278
"222","SRD129_P135_N_D21",135,"N","D21","BB","Actinobacillus",0.0915457728864432,"D21_BB",0.915457728864432
"223","SRD129_P135_N_D28",135,"N","D28","BB","Actinobacillus",0.040520260130065,"D28_BB",0.40520260130065
"224","SRD129_P135_N_D3",135,"N","D3","BB","Actinobacillus",0.02002002002002,"D3_BB",0.222444666889111
"225","SRD129_P135_N_D36",135,"N","D36","BB","Actinobacillus",0.00050125313283208,"D36_BB",0.0050125313283208
"226","SRD129_P135_N_D42",135,"N","D42","BB","Actinobacillus",0.0105210420841683,"D42_BB",0.105210420841683
"227","SRD129_P135_N_D7",135,"N","D7","BB","Actinobacillus",0.0165,"D7_BB",0.20625
"228","SRD129_P136_N_D0",136,"N","D0","BB","Actinobacillus",0.242,"D0_BB",2.42
"229","SRD129_P136_N_D1",136,"N","D1","BB","Actinobacillus",0.236618309154577,"D1_BB",2.62909232393975
"230","SRD129_P136_N_D10",136,"N","D10","BB","Actinobacillus",0.144072036018009,"D10_BB",1.44072036018009
"231","SRD129_P136_N_D14",136,"N","D14","BB","Actinobacillus",0.0695347673836918,"D14_BB",0.695347673836918
"232","SRD129_P136_N_D21",136,"N","D21","BB","Actinobacillus",0.169754631947922,"D21_BB",1.69754631947922
"233","SRD129_P136_N_D28",136,"N","D28","BB","Actinobacillus",0.00951427140711067,"D28_BB",0.0951427140711067
"234","SRD129_P136_N_D3",136,"N","D3","BB","Actinobacillus",0.166416040100251,"D3_BB",1.84906711222501
"235","SRD129_P136_N_D36",136,"N","D36","BB","Actinobacillus",0.00500751126690035,"D36_BB",0.0500751126690035
"236","SRD129_P136_N_D42",136,"N","D42","BB","Actinobacillus",0.209919839679359,"D42_BB",2.09919839679359
"237","SRD129_P136_N_D7",136,"N","D7","BB","Actinobacillus",0.253880821231848,"D7_BB",3.1735102653981
"238","SRD129_P137_N_D0",137,"N","D0","BB","Actinobacillus",0.12456228114057,"D0_BB",1.2456228114057
"239","SRD129_P137_N_D1",137,"N","D1","BB","Actinobacillus",0.257628814407204,"D1_BB",2.86254238230226
"240","SRD129_P137_N_D10",137,"N","D10","BB","Actinobacillus",0.126,"D10_BB",1.26
"241","SRD129_P137_N_D14",137,"N","D14","BB","Actinobacillus",0.0295147573786893,"D14_BB",0.295147573786893
"242","SRD129_P137_N_D21",137,"N","D21","BB","Actinobacillus",0.0836254381572359,"D21_BB",0.836254381572359
"243","SRD129_P137_N_D28",137,"N","D28","BB","Actinobacillus",0.00750375187593797,"D28_BB",0.0750375187593797
"244","SRD129_P137_N_D3",137,"N","D3","BB","Actinobacillus",0.0530265132566283,"D3_BB",0.589183480629204
"245","SRD129_P137_N_D36",137,"N","D36","BB","Actinobacillus",0.001001001001001,"D36_BB",0.01001001001001
"246","SRD129_P137_N_D42",137,"N","D42","BB","Actinobacillus",0.00100755667506297,"D42_BB",0.0100755667506297
"247","SRD129_P137_N_D7",137,"N","D7","BB","Actinobacillus",0.0890445222611306,"D7_BB",1.11305652826413
"248","SRD129_P138_N_D0",138,"N","D0","BB","Actinobacillus",0.3003003003003,"D0_BB",3.003003003003
"249","SRD129_P138_N_D1",138,"N","D1","BB","Actinobacillus",0.285285285285285,"D1_BB",3.16983650316984
"250","SRD129_P138_N_D10",138,"N","D10","BB","Actinobacillus",0.297,"D10_BB",2.97
"251","SRD129_P138_N_D14",138,"N","D14","BB","Actinobacillus",0.0215,"D14_BB",0.215
"252","SRD129_P138_N_D21",138,"N","D21","BB","Actinobacillus",0.0867602808425276,"D21_BB",0.867602808425276
"253","SRD129_P138_N_D28",138,"N","D28","BB","Actinobacillus",0.1,"D28_BB",1
"254","SRD129_P138_N_D36",138,"N","D36","BB","Actinobacillus",0.0140070035017509,"D36_BB",0.140070035017509
"255","SRD129_P138_N_D42",138,"N","D42","BB","Actinobacillus",0.144644644644645,"D42_BB",1.44644644644645
"256","SRD129_P138_N_D7",138,"N","D7","BB","Actinobacillus",0.412802419354839,"D7_BB",5.16003024193548
"257","SRD129_P139_N_D0",139,"N","D0","BB","Actinobacillus",0.15807903951976,"D0_BB",1.5807903951976
"258","SRD129_P139_N_D1",139,"N","D1","BB","Actinobacillus",0.237737737737738,"D1_BB",2.6415304193082
"259","SRD129_P139_N_D10",139,"N","D10","BB","Actinobacillus",0.187187187187187,"D10_BB",1.87187187187187
"260","SRD129_P139_N_D14",139,"N","D14","BB","Actinobacillus",0.0650650650650651,"D14_BB",0.650650650650651
"261","SRD129_P139_N_D21",139,"N","D21","BB","Actinobacillus",0.0460691036554832,"D21_BB",0.460691036554832
"262","SRD129_P139_N_D28",139,"N","D28","BB","Actinobacillus",0.00700700700700701,"D28_BB",0.0700700700700701
"263","SRD129_P139_N_D3",139,"N","D3","BB","Actinobacillus",0.26,"D3_BB",2.88888888888889
"264","SRD129_P139_N_D36",139,"N","D36","BB","Actinobacillus",0.00551102204408818,"D36_BB",0.0551102204408818
"265","SRD129_P139_N_D42",139,"N","D42","BB","Actinobacillus",0.000503271263210871,"D42_BB",0.00503271263210871
"266","SRD129_P139_N_D7",139,"N","D7","BB","Actinobacillus",0.0835,"D7_BB",1.04375
"267","SRD129_P140_N_D0",140,"N","D0","BB","Actinobacillus",0.313156578289145,"D0_BB",3.13156578289145
"268","SRD129_P140_N_D1",140,"N","D1","BB","Actinobacillus",0.183366733466934,"D1_BB",2.0374081496326
"269","SRD129_P140_N_D10",140,"N","D10","BB","Actinobacillus",0.178089044522261,"D10_BB",1.78089044522261
"270","SRD129_P140_N_D14",140,"N","D14","BB","Actinobacillus",0.029029029029029,"D14_BB",0.29029029029029
"271","SRD129_P140_N_D21",140,"N","D21","BB","Actinobacillus",0.0576730190571715,"D21_BB",0.576730190571715
"272","SRD129_P140_N_D28",140,"N","D28","BB","Actinobacillus",0.0140280561122244,"D28_BB",0.140280561122244
"273","SRD129_P140_N_D3",140,"N","D3","BB","Actinobacillus",0.273273273273273,"D3_BB",3.03636970303637
"274","SRD129_P140_N_D36",140,"N","D36","BB","Actinobacillus",0.00150451354062187,"D36_BB",0.0150451354062187
"275","SRD129_P140_N_D42",140,"N","D42","BB","Actinobacillus",0.00454545454545455,"D42_BB",0.0454545454545455
"276","SRD129_P140_N_D7",140,"N","D7","BB","Actinobacillus",0.1825,"D7_BB",2.28125
"277","SRD129_P141_N_D0",141,"N","D0","BB","Actinobacillus",0.191095547773887,"D0_BB",1.91095547773887
"278","SRD129_P141_N_D1",141,"N","D1","BB","Actinobacillus",0.2405,"D1_BB",2.67222222222222
"279","SRD129_P141_N_D10",141,"N","D10","BB","Actinobacillus",0.151,"D10_BB",1.51
"280","SRD129_P141_N_D14",141,"N","D14","BB","Actinobacillus",0.0125,"D14_BB",0.125
"281","SRD129_P141_N_D21",141,"N","D21","BB","Actinobacillus",0.018555667001003,"D21_BB",0.18555667001003
"282","SRD129_P141_N_D28",141,"N","D28","BB","Actinobacillus",0.0210105052526263,"D28_BB",0.210105052526263
"283","SRD129_P141_N_D3",141,"N","D3","BB","Actinobacillus",0.35567783891946,"D3_BB",3.951975987994
"284","SRD129_P141_N_D36",141,"N","D36","BB","Actinobacillus",0.0100300902708124,"D36_BB",0.100300902708124
"285","SRD129_P141_N_D42",141,"N","D42","BB","Actinobacillus",0.0100704934541793,"D42_BB",0.100704934541793
"286","SRD129_P141_N_D7",141,"N","D7","BB","Actinobacillus",0.061122244488978,"D7_BB",0.764028056112224
"287","SRD129_P162_N_D0",162,"N","D0","Control","Actinobacillus",0.1865,"D0_Control",1.865
"288","SRD129_P162_N_D1",162,"N","D1","Control","Actinobacillus",0.349,"D1_Control",3.49
"289","SRD129_P162_N_D10",162,"N","D10","Control","Actinobacillus",0.204602301150575,"D10_Control",2.04602301150575
"290","SRD129_P162_N_D14",162,"N","D14","Control","Actinobacillus",0.0385385385385385,"D14_Control",0.385385385385385
"291","SRD129_P162_N_D21",162,"N","D21","Control","Actinobacillus",0.0180451127819549,"D21_Control",0.180451127819549
"292","SRD129_P162_N_D28",162,"N","D28","Control","Actinobacillus",0.0750750750750751,"D28_Control",1.87687687687688
"293","SRD129_P162_N_D3",162,"N","D3","Control","Actinobacillus",0.28342513770656,"D3_Control",2.8342513770656
"294","SRD129_P162_N_D36",162,"N","D36","Control","Actinobacillus",0.00502008032128514,"D36_Control",0.0502008032128514
"295","SRD129_P162_N_D42",162,"N","D42","Control","Actinobacillus",0.000500751126690035,"D42_Control",0.00500751126690035
"296","SRD129_P162_N_D7",162,"N","D7","Control","Actinobacillus",0.307653826913457,"D7_Control",3.07653826913457
"297","SRD129_P163_N_D0",163,"N","D0","Control","Actinobacillus",0.16046277665996,"D0_Control",1.6046277665996
"298","SRD129_P163_N_D1",163,"N","D1","Control","Actinobacillus",0.363226452905812,"D1_Control",3.63226452905812
"299","SRD129_P163_N_D10",163,"N","D10","Control","Actinobacillus",0.210816224336505,"D10_Control",2.10816224336505
"300","SRD129_P163_N_D14",163,"N","D14","Control","Actinobacillus",0.0921382073109664,"D14_Control",0.921382073109664
"301","SRD129_P163_N_D21",163,"N","D21","Control","Actinobacillus",0.131196795192789,"D21_Control",1.31196795192789
"302","SRD129_P163_N_D3",163,"N","D3","Control","Actinobacillus",0.160240360540811,"D3_Control",1.60240360540811
"303","SRD129_P163_N_D36",163,"N","D36","Control","Actinobacillus",0.0615923885828743,"D36_Control",0.615923885828743
"304","SRD129_P163_N_D42",163,"N","D42","Control","Actinobacillus",0.184684684684685,"D42_Control",1.84684684684685
"305","SRD129_P163_N_D7",163,"N","D7","Control","Actinobacillus",0.462925851703407,"D7_Control",4.62925851703407
"306","SRD129_P164_N_D0",164,"N","D0","Control","Actinobacillus",0.0935467733866933,"D0_Control",0.935467733866933
"307","SRD129_P164_N_D1",164,"N","D1","Control","Actinobacillus",0.279639819909955,"D1_Control",2.79639819909955
"308","SRD129_P164_N_D10",164,"N","D10","Control","Actinobacillus",0.0771543086172345,"D10_Control",0.771543086172345
"309","SRD129_P164_N_D14",164,"N","D14","Control","Actinobacillus",0.00900450225112556,"D14_Control",0.0900450225112556
"310","SRD129_P164_N_D21",164,"N","D21","Control","Actinobacillus",0.00100050025012506,"D21_Control",0.0100050025012506
"311","SRD129_P164_N_D3",164,"N","D3","Control","Actinobacillus",0.0490245122561281,"D3_Control",0.490245122561281
"312","SRD129_P164_N_D36",164,"N","D36","Control","Actinobacillus",0.000500250125062531,"D36_Control",0.00500250125062531
"313","SRD129_P164_N_D42",164,"N","D42","Control","Actinobacillus",0.000500751126690035,"D42_Control",0.00500751126690035
"314","SRD129_P164_N_D7",164,"N","D7","Control","Actinobacillus",0.195097548774387,"D7_Control",1.95097548774387
"315","SRD129_P165_N_D0",165,"N","D0","Control","Actinobacillus",0.0792774711490216,"D0_Control",0.792774711490216
"316","SRD129_P165_N_D1",165,"N","D1","Control","Actinobacillus",0.287,"D1_Control",2.87
"317","SRD129_P165_N_D10",165,"N","D10","Control","Actinobacillus",0.167418546365915,"D10_Control",1.67418546365915
"318","SRD129_P165_N_D14",165,"N","D14","Control","Actinobacillus",0.0305152576288144,"D14_Control",0.305152576288144
"319","SRD129_P165_N_D21",165,"N","D21","Control","Actinobacillus",0.0510255127563782,"D21_Control",0.510255127563782
"320","SRD129_P165_N_D3",165,"N","D3","Control","Actinobacillus",0.071535767883942,"D3_Control",0.71535767883942
"321","SRD129_P165_N_D36",165,"N","D36","Control","Actinobacillus",0.0015,"D36_Control",0.015
"322","SRD129_P165_N_D42",165,"N","D42","Control","Actinobacillus",0.00350525788683025,"D42_Control",0.0350525788683025
"323","SRD129_P165_N_D7",165,"N","D7","Control","Actinobacillus",0.231,"D7_Control",2.31
"324","SRD129_P166_N_D0",166,"N","D0","Control","Actinobacillus",0.117735470941884,"D0_Control",1.17735470941884
"325","SRD129_P166_N_D1",166,"N","D1","Control","Actinobacillus",0.2185,"D1_Control",2.185
"326","SRD129_P166_N_D10",166,"N","D10","Control","Actinobacillus",0.0545,"D10_Control",0.545
"327","SRD129_P166_N_D14",166,"N","D14","Control","Actinobacillus",0.104604604604605,"D14_Control",1.04604604604605
"328","SRD129_P166_N_D21",166,"N","D21","Control","Actinobacillus",0.113,"D21_Control",1.13
"329","SRD129_P166_N_D3",166,"N","D3","Control","Actinobacillus",0.0905,"D3_Control",0.905
"330","SRD129_P166_N_D36",166,"N","D36","Control","Actinobacillus",0.001001001001001,"D36_Control",0.01001001001001
"331","SRD129_P166_N_D42",166,"N","D42","Control","Actinobacillus",0.00251256281407035,"D42_Control",0.0251256281407035
"332","SRD129_P166_N_D7",166,"N","D7","Control","Actinobacillus",0.135135135135135,"D7_Control",1.35135135135135
"333","SRD129_P167_N_D0",167,"N","D0","Control","Actinobacillus",0.0965,"D0_Control",0.965
"334","SRD129_P167_N_D1",167,"N","D1","Control","Actinobacillus",0.172586293146573,"D1_Control",1.72586293146573
"335","SRD129_P167_N_D10",167,"N","D10","Control","Actinobacillus",0.0705,"D10_Control",0.705
"336","SRD129_P167_N_D14",167,"N","D14","Control","Actinobacillus",0.055667001003009,"D14_Control",0.55667001003009
"337","SRD129_P167_N_D21",167,"N","D21","Control","Actinobacillus",0.016008004002001,"D21_Control",0.16008004002001
"338","SRD129_P167_N_D3",167,"N","D3","Control","Actinobacillus",0.114672008012018,"D3_Control",1.14672008012018
"339","SRD129_P167_N_D36",167,"N","D36","Control","Actinobacillus",5e-04,"D36_Control",0.005
"340","SRD129_P167_N_D42",167,"N","D42","Control","Actinobacillus",0.002,"D42_Control",0.02
"341","SRD129_P167_N_D7",167,"N","D7","Control","Actinobacillus",0.190095047523762,"D7_Control",1.90095047523762
"342","SRD129_P168_N_D0",168,"N","D0","Control","Actinobacillus",0.236062280261175,"D0_Control",2.36062280261175
"343","SRD129_P168_N_D1",168,"N","D1","Control","Actinobacillus",0.43609022556391,"D1_Control",4.3609022556391
"344","SRD129_P168_N_D10",168,"N","D10","Control","Actinobacillus",0.211711711711712,"D10_Control",2.11711711711712
"345","SRD129_P168_N_D14",168,"N","D14","Control","Actinobacillus",0.0325325325325325,"D14_Control",0.325325325325325
"346","SRD129_P168_N_D21",168,"N","D21","Control","Actinobacillus",0.0135270541082164,"D21_Control",0.135270541082164
"347","SRD129_P168_N_D3",168,"N","D3","Control","Actinobacillus",0.206103051525763,"D3_Control",2.06103051525763
"348","SRD129_P168_N_D36",168,"N","D36","Control","Actinobacillus",0.00401404917210236,"D36_Control",0.0401404917210236
"349","SRD129_P168_N_D42",168,"N","D42","Control","Actinobacillus",0,"D42_Control",0
"350","SRD129_P168_N_D7",168,"N","D7","Control","Actinobacillus",0.223835753630446,"D7_Control",2.23835753630446
"351","SRD129_P169_N_D0",169,"N","D0","Control","Actinobacillus",0.200700700700701,"D0_Control",2.00700700700701
"352","SRD129_P169_N_D1",169,"N","D1","Control","Actinobacillus",0.41,"D1_Control",4.1
"353","SRD129_P169_N_D10",169,"N","D10","Control","Actinobacillus",0.0630315157578789,"D10_Control",0.630315157578789
"354","SRD129_P169_N_D14",169,"N","D14","Control","Actinobacillus",0.034,"D14_Control",0.34
"355","SRD129_P169_N_D21",169,"N","D21","Control","Actinobacillus",0.0315473209814722,"D21_Control",0.315473209814722
"356","SRD129_P169_N_D28",169,"N","D28","Control","Actinobacillus",0.00650976464697046,"D28_Control",0.162744116174261
"357","SRD129_P169_N_D3",169,"N","D3","Control","Actinobacillus",0.1445,"D3_Control",1.445
"358","SRD129_P169_N_D36",169,"N","D36","Control","Actinobacillus",0,"D36_Control",0
"359","SRD129_P169_N_D42",169,"N","D42","Control","Actinobacillus",0.00200100050025012,"D42_Control",0.0200100050025013
"360","SRD129_P169_N_D7",169,"N","D7","Control","Actinobacillus",0.1255,"D7_Control",1.255
"361","SRD129_P170_N_D0",170,"N","D0","Control","Actinobacillus",0.24712356178089,"D0_Control",2.4712356178089
"362","SRD129_P170_N_D1",170,"N","D1","Control","Actinobacillus",0.285785785785786,"D1_Control",2.85785785785786
"363","SRD129_P170_N_D10",170,"N","D10","Control","Actinobacillus",0.0975,"D10_Control",0.975
"364","SRD129_P170_N_D14",170,"N","D14","Control","Actinobacillus",0.0876314471707561,"D14_Control",0.876314471707561
"365","SRD129_P170_N_D21",170,"N","D21","Control","Actinobacillus",0.024512256128064,"D21_Control",0.24512256128064
"366","SRD129_P170_N_D28",170,"N","D28","Control","Actinobacillus",0.005005005005005,"D28_Control",0.125125125125125
"367","SRD129_P170_N_D3",170,"N","D3","Control","Actinobacillus",0.194792188282424,"D3_Control",1.94792188282424
"368","SRD129_P170_N_D36",170,"N","D36","Control","Actinobacillus",0.000501002004008016,"D36_Control",0.00501002004008016
"369","SRD129_P170_N_D42",170,"N","D42","Control","Actinobacillus",0.000501504513540622,"D42_Control",0.00501504513540622
"370","SRD129_P170_N_D7",170,"N","D7","Control","Actinobacillus",0.217217217217217,"D7_Control",2.17217217217217
"371","SRD129_P171_N_D0",171,"N","D0","Control","Actinobacillus",0.1465,"D0_Control",1.465
"372","SRD129_P171_N_D1",171,"N","D1","Control","Actinobacillus",0.307653826913457,"D1_Control",3.07653826913457
"373","SRD129_P171_N_D10",171,"N","D10","Control","Actinobacillus",0.0465232616308154,"D10_Control",0.465232616308154
"374","SRD129_P171_N_D14",171,"N","D14","Control","Actinobacillus",0.0465931863727455,"D14_Control",0.465931863727455
"375","SRD129_P171_N_D21",171,"N","D21","Control","Actinobacillus",0.00900900900900901,"D21_Control",0.0900900900900901
"376","SRD129_P171_N_D28",171,"N","D28","Control","Actinobacillus",0.00250375563345018,"D28_Control",0.0625938908362544
"377","SRD129_P171_N_D3",171,"N","D3","Control","Actinobacillus",0.108554277138569,"D3_Control",1.08554277138569
"378","SRD129_P171_N_D36",171,"N","D36","Control","Actinobacillus",0.00150451354062187,"D36_Control",0.0150451354062187
"379","SRD129_P171_N_D42",171,"N","D42","Control","Actinobacillus",0.00100603621730382,"D42_Control",0.0100603621730382
"380","SRD129_P171_N_D7",171,"N","D7","Control","Actinobacillus",0.14550928248871,"D7_Control",1.4550928248871
"381","SRD129_P132_N_D0",132,"N","D0","BB","Streptococcus",0.199,"D0_BB",1.99
"382","SRD129_P132_N_D10",132,"N","D10","BB","Streptococcus",0.170585292646323,"D10_BB",1.70585292646323
"383","SRD129_P132_N_D14",132,"N","D14","BB","Streptococcus",0.130065032516258,"D14_BB",1.30065032516258
"384","SRD129_P132_N_D21",132,"N","D21","BB","Streptococcus",0.0916374561842764,"D21_BB",0.916374561842764
"385","SRD129_P132_N_D28",132,"N","D28","BB","Streptococcus",0.0931397095643465,"D28_BB",0.931397095643465
"386","SRD129_P132_N_D3",132,"N","D3","BB","Streptococcus",0.0755377688844422,"D3_BB",0.839308543160469
"387","SRD129_P132_N_D36",132,"N","D36","BB","Streptococcus",0.106606606606607,"D36_BB",1.06606606606607
"388","SRD129_P132_N_D42",132,"N","D42","BB","Streptococcus",0.122930255895635,"D42_BB",1.22930255895635
"389","SRD129_P132_N_D7",132,"N","D7","BB","Streptococcus",0.277777777777778,"D7_BB",3.47222222222222
"390","SRD129_P133_N_D0",133,"N","D0","BB","Streptococcus",0.156156156156156,"D0_BB",1.56156156156156
"391","SRD129_P133_N_D1",133,"N","D1","BB","Streptococcus",0.186686686686687,"D1_BB",2.07429651874096
"392","SRD129_P133_N_D10",133,"N","D10","BB","Streptococcus",0.0837512537612839,"D10_BB",0.837512537612839
"393","SRD129_P133_N_D14",133,"N","D14","BB","Streptococcus",0.0460230115057529,"D14_BB",0.460230115057529
"394","SRD129_P133_N_D21",133,"N","D21","BB","Streptococcus",0.0576441102756892,"D21_BB",0.576441102756892
"395","SRD129_P133_N_D28",133,"N","D28","BB","Streptococcus",0.0900900900900901,"D28_BB",0.900900900900901
"396","SRD129_P133_N_D3",133,"N","D3","BB","Streptococcus",0.168168168168168,"D3_BB",1.86853520186854
"397","SRD129_P133_N_D36",133,"N","D36","BB","Streptococcus",0.0750375187593797,"D36_BB",0.750375187593797
