"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Kingdom","Phylum","Class","Order","Family","Genus","newp","Treatment","OTU","comp","Family_Genus"
"Otu0179",7.27118395257286,0.964131430991879,0.388184533749222,2.48369357140523,0.013002764374616,0.0373365091328259,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_ND3007_group","3.7e-02","BB","Otu0179","D10_BBvsControl","Lachnospiraceae Lachnospiraceae_ND3007_group"
"Otu01811",9.30260351121527,-0.785383896327319,0.291852055463687,-2.69103431558678,0.00712308675565314,0.0220267759674812,"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Peptococcus","2.2e-02","Control","Otu0181","D10_BBvsControl","Peptococcaceae Peptococcus"
"Otu02001",6.23422675718948,-1.0690470193697,0.347743814697486,-3.07423733848351,0.00211041466255226,0.00771260631223643,"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Enterorhabdus","8.0e-03","Control","Otu0200","D10_BBvsControl","Eggerthellaceae Enterorhabdus"
"Otu02011",13.3783607518611,0.808326883213839,0.281435697365721,2.87215477915523,0.00407683237731147,0.0138888696244001,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus_1","1.4e-02","BB","Otu0201","D10_BBvsControl","Ruminococcaceae Ruminococcus_1"
"Otu0228",9.39791408066355,-5.71810020967639,1.00507120498741,-5.68924886247044,1.27599396467573e-08,1.42485992722124e-07,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","0.0e+00","Control","Otu0228","D10_BBvsControl","Caulobacteraceae Brevundimonas"
"Otu02542",2.42819070994593,-3.0350735925151,0.675837063119256,-4.49083626533745,7.09440741819335e-06,4.91715824502367e-05,"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Atopobium","0.0e+00","Control","Otu0254","D10_BBvsControl","Atopobiaceae Atopobium"
"Otu0259",3.06888687811805,1.37608162496888,0.571359641535833,2.40843336653938,0.0160211506018832,0.0440675163239842,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoclostridium","4.4e-02","BB","Otu0259","D10_BBvsControl","Lachnospiraceae Lachnoclostridium"
"Otu0268",11.1289020587046,-1.60207336464988,0.495876750109156,-3.2307894336591,0.00123448847076053,0.00506392209434422,"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia","5.0e-03","Control","Otu0268","D10_BBvsControl","Leptotrichiaceae Leptotrichia"
"Otu02853",4.45557438920236,1.97576814929001,0.623584335251707,3.16840567922942,0.00153277475318256,0.00604093579195478,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","6.0e-03","BB","Otu0285","D10_BBvsControl","Pseudomonadaceae Pseudomonas"
"Otu0292",3.58549141591303,-1.64722563025779,0.513680107928306,-3.2067148500282,0.00134260006179135,0.00539725224840121,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Acidaminococcaceae","Acidaminococcus","5.0e-03","Control","Otu0292","D10_BBvsControl","Acidaminococcaceae Acidaminococcus"
"Otu03381",7.26695432683555,-2.19441801260238,0.479497794154397,-4.57649240383321,4.72836869671678e-06,3.39429324300026e-05,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Sharpea","0.0e+00","Control","Otu0338","D10_BBvsControl","Erysipelotrichaceae Sharpea"
"Otu0432",2.53970413239033,-3.09627869127414,0.761424091828789,-4.06643121028322,4.77385679501017e-05,0.000266540337721401,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerostipes","0.0e+00","Control","Otu0432","D10_BBvsControl","Lachnospiraceae Anaerostipes"
"Otu0560",0.710585974217544,-2.60652672600915,1.09077511288101,-2.38960964109702,0.0168662887547751,0.0446068952593395,"Bacteria","Kiritimatiellaeota","Kiritimatiellae","WCHB1-41","WCHB1-41_fa","WCHB1-41_ge","4.5e-02","Control","Otu0560","D10_BBvsControl","WCHB1-41_fa WCHB1-41_ge"
"Otu0614",1.10805250339003,-3.59508956382051,1.42930716323057,-2.51526729614561,0.0118942168193674,0.0351579055984241,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Fastidiosipila","3.5e-02","Control","Otu0614","D10_BBvsControl","Ruminococcaceae Fastidiosipila"
"Otu00123",550.809581848902,4.57301287312527,0.456536477043286,10.01675244603,1.28661200246691e-23,5.38232687698656e-22,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium","0.0e+00","BB","Otu0012","D14_BBvsControl","Weeksellaceae Chryseobacterium"
"Otu00163",327.532070046958,5.57074330921554,0.309011111507402,18.0276472326209,1.18215942995393e-72,1.48361008459219e-70,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Empedobacter","0.0e+00","BB","Otu0016","D14_BBvsControl","Weeksellaceae Empedobacter"
"Otu00192",122.266726512785,-0.677994582352568,0.163385476510323,-4.149662484289,3.32965865936823e-05,0.000219907531154339,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Megasphaera","0.0e+00","Control","Otu0019","D14_BBvsControl","Veillonellaceae Megasphaera"
"Otu00222",330.337866178958,-1.095062696564,0.23167645175053,-4.72668969284442,2.28209600542635e-06,1.90935365787338e-05,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Weissella","0.0e+00","Control","Otu0022","D14_BBvsControl","Leuconostocaceae Weissella"
"Otu00244",221.80327178061,0.519347289749678,0.189114435555075,2.7462064872273,0.0060288805225069,0.0240198255737973,"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Terrisporobacter","2.4e-02","BB","Otu0024","D14_BBvsControl","Peptostreptococcaceae Terrisporobacter"
"Otu00254",174.223435662871,3.3499275390653,0.252774953672113,13.2526086560406,4.35787687038368e-40,2.73456773616576e-38,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Aerococcus","0.0e+00","BB","Otu0025","D14_BBvsControl","Aerococcaceae Aerococcus"
"Otu00281",233.800965803663,3.14100870810256,0.439709051260276,7.14337969414076,9.10636258368805e-13,1.63264072036121e-11,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Enhydrobacter","0.0e+00","BB","Otu0028","D14_BBvsControl","Moraxellaceae Enhydrobacter"
"Otu00302",183.121608656928,-0.746864920792428,0.123210491557164,-6.06169905949864,1.34691054302433e-09,1.60987879190051e-08,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","0.0e+00","Control","Otu0030","D14_BBvsControl","Lachnospiraceae Blautia"
"Otu00312",220.202367249119,5.3703219458169,0.192400637921533,27.9121836800099,1.89822248794335e-171,4.76453844473781e-169,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","0.0e+00","BB","Otu0031","D14_BBvsControl","Moraxellaceae Acinetobacter"
"Otu00323",136.008326756438,1.83640073567086,0.257765636684654,7.1243039192128,1.04607992742963e-12,1.75044041189891e-11,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","0.0e+00","BB","Otu0032","D14_BBvsControl","Streptococcaceae Lactococcus"
"Otu00344",39.3267661091793,8.53787625401296,0.968782203842278,8.81299864938782,1.21842018331309e-18,3.82279332514483e-17,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Bordetella","0.0e+00","BB","Otu0034","D14_BBvsControl","Burkholderiaceae Bordetella"
"Otu00384",80.603862663552,-0.559968295187203,0.159632841506876,-3.50785145400725,0.000451741215805227,0.00236223010764816,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","uncultured","2.0e-03","Control","Otu0038","D14_BBvsControl","Veillonellaceae uncultured"
"Otu0039",64.4193621742621,-0.328980836122746,0.121436013744197,-2.70908790546879,0.00674684613044177,0.0260532058267828,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-002","2.6e-02","Control","Otu0039","D14_BBvsControl","Ruminococcaceae Ruminococcaceae_UCG-002"
"Otu00412",39.273725633743,-1.1063947148857,0.334419141594774,-3.30840725686197,0.000938282559822458,0.00444356457576296,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","uncultured","4.0e-03","Control","Otu0041","D14_BBvsControl","Prevotellaceae uncultured"
"Otu00432",86.2791484640506,-0.660544286542788,0.253834014516582,-2.60226860375971,0.00926092874767678,0.0352195926616193,"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","3.5e-02","Control","Otu0043","D14_BBvsControl","Coriobacteriaceae Collinsella"
"Otu00473",84.6284002352492,9.64116375453176,0.725033864207184,13.2975357848619,2.39223276023228e-40,2.00150140939434e-38,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium_1","0.0e+00","BB","Otu0047","D14_BBvsControl","Corynebacteriaceae Corynebacterium_1"
"Otu00495",49.1783313673199,-2.68125946479955,0.30046842486351,-8.92359809859398,4.51379597531396e-19,1.61851827114829e-17,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc","0.0e+00","Control","Otu0049","D14_BBvsControl","Leuconostocaceae Leuconostoc"
"Otu00513",83.9900687441633,-0.834008025088768,0.287648871844349,-2.89939612744271,0.00373882204087822,0.0153843333157448,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella","1.5e-02","Control","Otu0051","D14_BBvsControl","Prevotellaceae Alloprevotella"
"Otu00523",77.5326780933374,0.848160909284293,0.195829857213799,4.33111130933577,1.48358655437044e-05,0.000103438951429717,"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Romboutsia","0.0e+00","BB","Otu0052","D14_BBvsControl","Peptostreptococcaceae Romboutsia"
"Otu00533",70.9114166813329,-1.29594203349131,0.182929349868895,-7.0843854986644,1.39662631091126e-12,2.19095752524204e-11,"Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XIII","Mogibacterium","0.0e+00","Control","Otu0053","D14_BBvsControl","Family_XIII Mogibacterium"
"Otu00571",33.1347812225796,2.88154784533619,0.257234681021975,11.2020192374061,3.98544344875306e-29,2.00069261127404e-27,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","0.0e+00","BB","Otu0057","D14_BBvsControl","Enterococcaceae Enterococcus"
"Otu00603",26.8995354667301,0.71246544113567,0.27950653970581,2.54901170428987,0.0108028674615237,0.0398752901888597,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_1","4.0e-02","BB","Otu0060","D14_BBvsControl","Prevotellaceae Prevotella_1"
"Otu00641",34.3030960559225,0.406965488950343,0.165194920106313,2.46354723673365,0.0137569766850392,0.0493285878277835,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus_2","4.9e-02","BB","Otu0064","D14_BBvsControl","Ruminococcaceae Ruminococcus_2"
"Otu00675",54.8356789329708,-2.26753957988599,0.288749985921035,-7.8529513089088,4.06359459299116e-15,8.49968535700652e-14,"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Olsenella","0.0e+00","Control","Otu0067","D14_BBvsControl","Atopobiaceae Olsenella"
"Otu00691",12.2835145123554,5.41707080001448,0.907024197631087,5.97235532873596,2.33852495912215e-09,2.66804438518027e-08,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Dermabacteraceae","Brachybacterium","0.0e+00","BB","Otu0069","D14_BBvsControl","Dermabacteraceae Brachybacterium"
"Otu00711",4.48443057169571,-4.65247153897354,0.855064354459862,-5.44107763901872,5.29592256457209e-08,5.31710625483038e-07,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_XPB1014_group","0.0e+00","Control","Otu0071","D14_BBvsControl","Lachnospiraceae Lachnospiraceae_XPB1014_group"
"Otu00722",52.7565567074158,0.629848250895261,0.193755632633035,3.25073517779051,0.00115107022426437,0.00525306593255196,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005","5.0e-03","BB","Otu0072","D14_BBvsControl","Ruminococcaceae Ruminococcaceae_UCG-005"
"Otu00762",64.2391072502123,0.7709225751207,0.191641706593484,4.02272860550132,5.75277718538276e-05,0.000352182213056359,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto_6","0.0e+00","BB","Otu0076","D14_BBvsControl","Clostridiaceae_1 Clostridium_sensu_stricto_6"
"Otu00803",41.9227223939795,0.952745612600978,0.207229867705567,4.59753038087464,4.27528302502343e-06,3.35342512275276e-05,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea","0.0e+00","BB","Otu0080","D14_BBvsControl","Lachnospiraceae Dorea"
"Otu00813",15.8549006883824,3.45708520902057,0.404844523584044,8.53929103057979,1.35047849520049e-17,3.76633446994805e-16,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Acidaminococcaceae","Succiniclasticum","0.0e+00","BB","Otu0081","D14_BBvsControl","Acidaminococcaceae Succiniclasticum"
"Otu00891",21.3195960003853,-0.85576974444697,0.209615934674732,-4.08256054471667,4.45422025987233e-05,0.000279502321306989,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus_3","0.0e+00","Control","Otu0089","D14_BBvsControl","Lachnospiraceae Coprococcus_3"
"Otu00922",31.8759804654115,5.09939777184431,0.620115828904825,8.22329883249435,1.97980716078e-16,4.9693159735578e-15,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia","0.0e+00","BB","Otu0092","D14_BBvsControl","Burkholderiaceae Massilia"
"Otu00943",9.7908108053601,-3.93072628897137,0.598324170226068,-6.56955958754967,5.04642972842004e-11,6.33326930916715e-10,"Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI","Anaerococcus","0.0e+00","Control","Otu0094","D14_BBvsControl","Family_XI Anaerococcus"
"Otu00961",27.8372703898524,-0.945007519449418,0.27186554905907,-3.47601056007318,0.000508932245892411,0.00260697946365296,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae_ge","3.0e-03","Control","Otu0096","D14_BBvsControl","Muribaculaceae Muribaculaceae_ge"
"Otu01021",5.38140607516036,5.94869660664884,0.738878916037264,8.05097625271638,8.21362077126443e-16,1.87419892144306e-14,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Kurthia","0.0e+00","BB","Otu0102","D14_BBvsControl","Planococcaceae Kurthia"
"Otu01082",41.2681468251777,2.67103407125161,0.40348415768596,6.61992303878888,3.5938592641901e-11,5.01143708506508e-10,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Burkholderiaceae_unclassified","0.0e+00","BB","Otu0108","D14_BBvsControl","Burkholderiaceae Burkholderiaceae_unclassified"
"Otu01132",22.2234781748378,1.14322885293082,0.250789192506624,4.55852519601947,5.1514085282399e-06,3.91819254723702e-05,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira","0.0e+00","BB","Otu0113","D14_BBvsControl","Ruminococcaceae Oscillospira"
"Otu0115",32.5857779693742,-0.735704112190805,0.185234455397779,-3.97174548661009,7.13479251870883e-05,0.000426388790999028,"Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XIII","Family_XIII_AD3011_group","0.0e+00","Control","Otu0115","D14_BBvsControl","Family_XIII Family_XIII_AD3011_group"
"Otu01171",23.2899909430633,-0.746459355162125,0.254733704907759,-2.93035173901477,0.00338578517889837,0.0144039335576863,"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","uncultured","1.4e-02","Control","Otu0117","D14_BBvsControl","Atopobiaceae uncultured"
"Otu01201",16.5582663788713,0.960585173384756,0.320668067952807,2.99557476838051,0.0027392813637491,0.0118544762465694,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Catenibacterium","1.2e-02","BB","Otu0120","D14_BBvsControl","Erysipelotrichaceae Catenibacterium"
"Otu0121",31.4282728872482,0.694716014597541,0.207527827668335,3.34758004457993,0.000815204419017345,0.00401208449359517,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-014","4.0e-03","BB","Otu0121","D14_BBvsControl","Ruminococcaceae Ruminococcaceae_UCG-014"
"Otu01222",23.8165557111725,-1.18337060582501,0.459884604256014,-2.57319030659752,0.010076578326557,0.0377495695517284,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Catenisphaera","3.8e-02","Control","Otu0122","D14_BBvsControl","Erysipelotrichaceae Catenisphaera"
"Otu01335",5.31637133469467,-5.57620958126616,0.846704059140753,-6.58578345180602,4.52492929263593e-11,5.97766974974536e-10,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Dialister","0.0e+00","Control","Otu0133","D14_BBvsControl","Veillonellaceae Dialister"
"Otu01481",8.79704626052675,-1.54279123090299,0.434418060891957,-3.55139753567174,0.00038319116219696,0.00204640386620078,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces","2.0e-03","Control","Otu0148","D14_BBvsControl","Actinomycetaceae Actinomyces"
"Otu01581",2.33065223262576,-4.2171677080945,1.26279617974062,-3.33954740737395,0.00083915026806785,0.00405051379394289,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","dgA-11_gut_group","4.0e-03","Control","Otu0158","D14_BBvsControl","Rikenellaceae dgA-11_gut_group"
"Otu0163",34.443420285357,0.58751594449358,0.231436652209903,2.53856050406713,0.0111309554331073,0.0404908668653612,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_unclassified","4.0e-02","BB","Otu0163","D14_BBvsControl","Ruminococcaceae Ruminococcaceae_unclassified"
"Otu02002",12.4479352107215,-1.93826652454781,0.443154939506258,-4.37378973301603,1.221079971455e-05,8.75688779529159e-05,"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Enterorhabdus","0.0e+00","Control","Otu0200","D14_BBvsControl","Eggerthellaceae Enterorhabdus"
"Otu02012",21.5809774672021,1.24276991088531,0.335150697564172,3.70809286663458,0.00020882607723259,0.00119125784966773,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus_1","1.0e-03","BB","Otu0201","D14_BBvsControl","Ruminococcaceae Ruminococcus_1"
